Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
FTC,NeoScrypt,PoW,208669093.00773,336000000.0,-0.17682184230922893,-1.6864277450141099,0.23440508616863304,2,
GDC,Scrypt,PoW,884125802.0,1420609614.0,-0.15451424698684288,-1.1104669687965907,-0.035611417410741836,2,
GLC,Scrypt,PoW,65672720.4708748,70000000.0,-0.1739908701822006,-1.1097853318794637,-0.035093411248023995,2,
GLD,Scrypt,PoW,41658647.9999715,72245700.0,-0.17426728376735257,-1.1097919906776306,-0.0350834056084311,2,
HBN,Scrypt,PoW/PoS,89266933.684704,120000000.0,-0.3389861859677406,1.0235087465490167,-0.5630321302304205,0,
HYP,X11,PoS,1678520090.7713,0.0,-0.3307122361737547,1.0234875425568908,-0.14485914847517692,0,
IFC,Scrypt,PoW,90595753018.6314,90600000000.0,1.5655902288713237,-1.1477075879867729,-0.08509069531447905,2,
IOC,X11,PoW/PoS,17650913.9743456,22000000.0,-0.3739417121321948,1.2092439500549184,-0.48059590728674895,0,
IXC,SHA-256,PoW,21089348.999,21000000.0,-0.13089077363734947,-1.2937472442509634,0.20311792573591028,2,
KGC,Scrypt,PoW,151447649.8,265420800.0,-0.1715700850560367,-1.10989106755068,-0.03515438043488259,2,
LKY,Scrypt,PoW,19326319.14375,20000000.0,-0.1749071835542115,-1.109763591715124,-0.03506736228368068,2,
LTB,Scrypt,PoW,1104344.22938102,1350000.0,-0.17526034400461,-1.1097556861803632,-0.0350572457012597,2,
MAX,SHA3,PoW/PoS,61445805.0,100000000.0,-0.34911905990531894,2.7822254134239,-0.33391798628653135,0,
MEC,Scrypt,PoW,38151999.9930997,42000000.0,-0.1745230719151675,-1.1097734985457757,-0.03507815286560417,2,
MED,HybridScryptHash256,PoW,40431856.9,200000000.0,-0.0857894573746304,-2.1022104659015994,0.24297635095996956,2,
MINT,Scrypt,PoS,21293925445.4969,0.0,-0.0586109035548326,0.8420704105852483,-0.23565294287632166,0,
MINC,Scrypt,PoW,5804204.88794916,10000000.0,-0.17514220069587189,-1.1097601697412989,-0.03506033119345791,2,
MZC,SHA-256,PoW/PoS,1613836099.99999,2419200000.0,-0.26024477435322907,0.838393554081864,-0.32578400909758254,0,
NAUT,Scrypt,PoS,16180000.0,16180000.0,-0.31743443960257134,0.8374268584137741,-0.22654264894044496,0,
NAV,X13,PoW/PoS,66087096.2077108,0.0,-0.26565043764003615,1.7475174359418808,-0.6260850254084382,0,
NOBL,Scrypt,PoW,2366066305.76482,15000000000.0,-0.040798124925138554,-1.1187894962638807,-0.03793015111560604,2,
NMC,SHA-256,PoW,14736400.0,21000000.0,-0.13096808525866033,-1.2937486276122423,0.20312064641798444,2,
NYAN,Scrypt,PoW,334709223.483138,337000000.0,-0.16883554597377678,-1.109896732536275,-0.03524174020782305,2,
OPAL,X13,PoW/PoS,15156364.3306548,0.0,-0.2662702344393776,1.7475063457218292,-0.6260632140686555,0,
ORB,NeoScrypt,PoW/PoS,3220616.279225,3770000.0,-0.3472977037824608,0.447059803119336,-0.2933881408396482,0,
POT,Scrypt,PoW/PoS,222677226.014206,420000000.0,-0.33524883089860974,1.0233468039297253,-0.5631264691748838,0,
PXC,Scrypt,PoW/PoS,73959274.625,98000000.0,-0.3393274853681838,1.0235194194325872,-0.5630228462588635,0,
RDD,Scrypt,PoW/PoS,29315567169.0888,0.0,0.015835021067144742,1.0299492010852958,-0.5755335568518041,0,
RPC,Scrypt,PoW,1104157.42169891,21000000.0,-0.17512189035146677,-1.1097681962527004,-0.03505968256983669,2,
SBC,Scrypt,PoW,24215181.725,250000000.0,-0.17322708527660008,-1.109908955011676,-0.035097980043502425,2,
SMC,Scrypt,PoW,25593737.1355044,51200000.0,-0.17461107437690904,-1.1097820902346867,-0.03507391569014281,2,
SUPER,X11,PoS,50707661.7493518,0.0,-0.35052174796069446,1.0231330847005975,-0.14416202968885095,0,
SYNC,X11,PoW/PoS,1177.0,1000.0,-0.3743115061856425,1.2092541123119336,-0.4805856204326685,0,
SYS,SHA-256,PoW,563336541.299966,888000000.0,-0.11818297550736484,-1.2941811386944013,0.20277818229302588,2,
TES,Multiple,PoS,80260463.7331396,100000000.0,-0.260626356137582,0.14167324451007088,0.15324803505544682,0,
TGC,SHA-256,PoW,43536800.0,47011968.0,-0.13043431846339595,-1.293758916628054,0.20310508655766538,2,
TIT,PHI1612,PoS,1622326490.46336,2300000000.0,-0.3400725062287604,1.5957972548643402,-0.20642651992243496,0,
TOR,X11,PoW/PoS,1431851.00002479,10000000.0,-0.37422364174642603,1.2092480580510088,-0.4805874731793161,0,
TRC,SHA-256,PoW,22935396.0,42000000.0,-0.13072034017455297,-1.2937602117717844,0.20311453078455396,2,
UNB,SHA-256,PoW,2278150.0,80000000.0,-0.13070397468742623,-1.2937889023363094,0.20311866467902087,2,
UNO,SHA-256,PoW,200911.79151896,250000.0,-0.1312911801689163,-1.293738582391203,0.2031294446813517,2,
URO,X11,PoW,1207310.0,0.0,-0.20866208678571066,-0.9240663973202445,0.047336276914897404,2,
USDE,Scrypt,PoW/PoS,1098952592.6,1600000000.0,-0.31627067772419337,1.0227863752634672,-0.5636480794007422,0,
UTC,Scrypt,PoW/PoS,50235211.141939,100000000.0,-0.33960210094350035,1.0235129802073242,-0.5630129343459067,0,
VIA,Scrypt,PoW,23150892.1679687,23000000.0,-0.1748395024595185,-1.1097646688388516,-0.03506937222935931,2,
VRC,Scrypt,PoST,32021108.4136696,0.0,-0.2604870744215409,0.5384361638293043,-0.45608955162052855,0,
VTC,Lyra2REv2,PoW,51173723.8166347,84000000.0,-0.15526496729269051,-1.2459143811358546,0.13321241258732125,2,
WDC,Scrypt,PoW,119606941.0,265420800.0,-0.17195756759704253,-1.1098980008982717,-0.03514074449263359,2,
XC,X11,PoW/PoS,6950831.0970606,5500000.0,-0.37418818649609553,1.2092521247074344,-0.4805892786302238,0,
XCR,Multiple,PoS,100000000.0,0.0,-0.26109074800184645,0.14174120709796065,0.15325198327458786,0,
XJO,SHA-256,PoW,39195739.362088,45000000.0,-0.13050132313064627,-1.2937585809935346,0.20310719515824407,2,
XST,X13,PoW/PoS,33093725.4123502,0.0,-0.2660519473938683,1.7475102516009362,-0.6260708958329445,0,
ZCC,Scrypt,PoW/PoS,147990237.978331,1000000000.0,-0.3320709874305554,1.022961287917213,-0.5631664143888218,0,
BCN,CryptoNight,PoW,184066828814.0,184467440735.0,3.840932216977856,-2.404718356000035,0.2747205183731713,2,
XDN,CryptoNight,PoW,6906587610.38292,10000000000.0,0.4556815772573265,-2.3322217378692605,0.37222733229090266,2,
BURST,Shabal256,PoC,1813033920.0,2158812800.0,-0.038589050214117855,0.610784882332323,0.07799165393203322,0,
SJCX,Counterparty,PoS,51173144.0,500000000.0,-0.38524419380760927,1.4704547867870734,-0.040573408105637074,0,
MONA,Scrypt,PoW,68194674.8711679,105120000.0,-0.1737127203510635,-1.1098071416175384,-0.035098846790572756,2,
NTRN,SHA-256,PoW/PoS,39121694.0,68000000.0,-0.29597491236961854,0.8395475330034033,-0.3248180392954837,0,
FAIR,Groestl,PoW/PoS,53193831.0,0.0,-0.3449568567469448,0.9139378888333324,-0.41937755961211215,0,
NLG,Scrypt,PoW,415032420.0,1680000000.0,-0.15839514381071618,-1.1107342534004583,-0.035442694841056166,2,
RBY,Scrypt,PoS,27184490.3918338,0.0,-0.31741452743001736,0.8374395555340792,-0.22654535506128257,0,
PTC,Scrypt,PoW,137517654.41397,166386000.0,-0.17243741425199038,-1.1098310510261298,-0.035136132772912436,2,
KORE,X13,PoW/PoS,2022464.886973,12000000.0,-0.2663455129681939,1.7474958460875194,-0.6260590776236269,0,
WBB,Scrypt,PoW,181919.2435974,2628000.0,-0.17526256444978744,-1.1097567006689075,-0.03505700916283273,2,
NOTE,Scrypt,PoS,174646113.934655,500000000.0,-0.31209695536825377,0.8371533440403242,-0.2266705151062478,0,
FLO,Scrypt,PoW,152270664.860648,160000000.0,-0.1723028752796154,-1.1098237729415705,-0.03514165884588686,2,
8BIT,Scrypt,PoW/PoS,1467841.0,0.0,-0.3409001812265262,1.0235660253448036,-0.5629796477026326,0,
STV,X13,PoW/PoS,7096834.0,10000000.0,-0.26629785311201287,1.7474982243223578,-0.6260610027120135,0,
ABY,Scrypt,PoW,792537250.0,1000000000.0,-0.15859248405969495,-1.1102191342033805,-0.03552003110335503,2,
FLDC,Stanford Folding,PoW,719416990.0,1000000000.0,-0.08712906487294632,-2.1037379008162578,0.4255365143167367,2,
U,X11,PoS,2689812.0,20000000.0,-0.3509651746496286,1.0231098959070204,-0.144143946160145,0,
UIS,Multiple,PoW,65113302.0,0.0,-0.11905324732825863,-1.8054550927845177,0.34474403150827837,2,
CYP,QuBit,PoW,6365285.0,0.0,-0.17268699225261458,-1.6239395878857024,0.16832658706923254,2,
OMC,Scrypt,PoW,10140044.4430293,3371337.0,-0.17513614234322744,-1.1097550055169194,-0.0350613659665585,2,
VTR,Scrypt,PoW/PoS,11604722.0,20000000.0,-0.34063589933447946,1.0235554998045764,-0.5629864692272339,0,
GRE,Scrypt,PoW,4610340640.89,10000000000.0,-0.04871715301587146,-1.1151175890210743,-0.038271184089068544,2,
XCN,M7 POW,PoW,708506520.0,1840000000.0,-0.15009950327880076,-2.349397195128722,0.1590853845471388,2,
MSC,Scrypt,PoW,619478.0,619478.0,-0.17527139187239182,-1.1097553266788958,-0.0350569474571931,2,
SOON,SHA-256,PoW,12462620.0,21000000.0,-0.13099575581265535,-1.293749122730212,0.20312162017560279,2,
1CR,Scrypt,PoW,88213.0,92000000000.0,0.4729592658970576,-1.1683261885699872,-0.046466275135498225,2,
ISL,X11,PoW/PoS,1513704.0,0.0,-0.37429310667525273,1.2092544423029103,-0.48058626805587756,0,
NXS,SHA3,PoW/nPoS,63657220.0,78000000.0,-0.27394575829469753,4.108385964488909,0.23242323293237657,0,
MARS,X11,PoW,32221574.820996,33000000.0,-0.20805214017450338,-0.9240806531451665,0.04731890231600262,2,
CTO,Lyra2RE,PoW,13742738.0,65789100.0,-0.1692830597992744,-2.3095351130163966,0.388869789981907,2,
ACP,SHA-256,PoW,14747200.0002,53760000.0,-0.13073712349056188,-1.2937694816797254,0.20311657897168903,2,
DRZ,QUAIT,PoW/PoS,8568038.35935056,5060000.0,-0.42123922768925076,1.9161939751178085,-0.6239353057559404,0,
BSC,X11,PoW,15863837.5,21000000.0,-0.20833575737328439,-0.9240765753455595,0.047327395811415374,2,
SQL,X11,PoS/PoW,329200.01639,0.0,-0.3718263803476698,0.43618644776567644,-0.39159444448023883,0,
SONG,Scrypt,PoW,32565300.0,210240000.0,-0.173405622350148,-1.10988182384568,-0.03509662507795657,2,
ZNY,Scrypt,PoW,75614500.0,250000000.0,-0.17260158605871978,-1.109897762756447,-0.03511999205774619,2,
DIGS,Scrypt,PoS,100000000.0,100000000.0,-0.3158237955529153,0.8373917469040812,-0.22658894044014713,0,
EXP,Ethash,PoW,10495278.0,16906397.0,-0.1346461485071982,-2.0246338441279033,0.30127638536413776,2,
CON,X13,PoW/PoS,23042604.0,50000000.0,-0.2658219584235781,1.7474762308171246,-0.6260727922770697,0,
SC,Blake2b,PoW,33098296530.0,0.0,0.33499594551571404,-2.3343033309155903,0.3398857440782999,2,
EMC,SHA-256,PoW/PoS,43059794.804778,1000000000.0,-0.2893600199024581,0.8389550394090377,-0.32493531033986905,0,
EGC,X15,PoW/PoS,13530556.4180753,26298000.0,-0.20562249572273497,1.917772832858277,-0.6198202085301806,0,
MND,X11,PoW,15867695.0,16000000.0,-0.2083709409454416,-0.9240733912914222,0.047328014248118715,2,
I0C,SHA-256,PoW,20997476.8650231,21000000.0,-0.13089189166672957,-1.2937472642562164,0.20311796508060945,2,
DCR,BLAKE256,PoW/PoS,10365046.9281661,21000000.0,-0.02550434936440132,0.9592537372545943,-0.5283833756084187,0,
RVR,Scrypt,PoW,210000000.0,210000000.0,-0.17124803835445854,-1.1098430344601857,-0.035172582608371895,2,
HODL,1GB AES Pattern Search,PoW,11448949.0,81962100.0,-0.09576861890028475,-2.121974713232396,0.41016716054485297,2,
EDRC,SHA-256,PoW/PoS,3669691.84494672,22000000.0,-0.2967304629527834,0.8395690988632097,-0.32479715198284453,0,
HTC,X11,PoW/PoS,10996318099.0,26550000000.0,-0.0534188202616569,1.1947457052374786,-0.48858751882016327,0,
GAME,Scrypt,PoW,69836100.0,84000000.0,-0.17384155887887537,-1.1097933382988794,-0.03509693048441026,2,
DBIC,SHA-256,PoW/PoS,5129014.0,10500000.0,-0.29679373405367887,0.8395767380247071,-0.32479635074082863,0,
DIEM,SHA-256,PoW,21739971929.0,21626280000.0,0.2856481766503582,-1.3027727815458665,0.19113726803245676,2,
PWR,NIST5,PoW/PoS,10069449031.9252,0.0,-0.21572777307587931,1.4751685465082776,-0.6242157797280434,0,
BLRY,Scrypt,PoW/PoS,8998743.2411911,42000000.0,-0.3405125982815033,1.023540926207664,-0.5629880815941074,0,
GPU,Scrypt,PoS,40477042.0,221052632.0,-0.3156952053189327,0.8373017184272955,-0.22657846211046453,0,
ADZ,X11,PoW,45110324.0,84000000.0,-0.20753594048188825,-0.9241103153910329,0.047307057740217075,2,
SOIL,Dagger,PoW,5702048.0,30000000.0,-0.11692561954911439,-2.170217589024369,0.3859944966867735,2,
YOC,Scrypt,PoW,636462.55983338,168351300.0,-0.17408932946456826,-1.109862108242756,-0.035077756452299394,2,
SIB,X11GOST,PoW,17263355.0,24000000.0,-0.0934148061094717,-2.169858340524144,0.26785928272221715,2,
ERC,X11,PoW/PoS,10407269.7881868,384000000.0,-0.37147917365300387,1.2090119080384523,-0.48063769958167096,0,
ZEIT,Scrypt,PoS,36971236046.8073,99000000000.0,0.8297368778273503,0.7824565209184094,-0.25464458547963165,0,
SWING,SHA-256,PoW/PoS,4377081.60953993,40000000.0,-0.29659502458258963,0.839557793327084,-0.3247996872453456,0,
SAFEX,Scrypt,PoC,2147483647.0,2147483647.0,-0.10005580636917326,0.38299346859992506,-0.21077834080134958,0,
NEBU,PoS,PoS,20000000.0,20000000.0,-0.4042805698573889,1.5568911375034484,-0.021331614541990927,0,
FRN,Scrypt,PoW,6570807.65677618,20000000.0,-0.17506241056356744,-1.1097663692410702,-0.03506189967230835,2,
BOLI,X11,PoW,13654082.4987998,25000000.0,-0.20833446436850236,-0.9240796030933487,0.04732784607905149,2,
XRA,X11,PoW/PoS,134554941.15119,75000000.0,-0.3721456159927449,1.2092356639587907,-0.48065254495926485,0,
REV,SHA-256,PoW/PoS,1195525.0,222725000.0,-0.2953462430452887,0.8394407699782336,-0.3248209858692948,0,
CKC,SHA-256,PoW/PoS,16662820.0,525000000.0,-0.29302815441569247,0.8392516967856655,-0.3248650972776391,0,
VIP,NIST5,PoW/PoS,83450403.0,90000000.0,-0.33661730429776204,1.4729367870238337,-0.6199503876379732,0,
BSD,X11,PoW/PoS,24387724.5010828,139000000.0,-0.3730353350776873,1.2091709297910378,-0.48061330243494094,0,
OMNI,Scrypt,PoW,616448.0,616448.0,-0.17527145009538708,-1.1097553254096535,-0.03505694578380675,2,
LIR,POS 3.0,PoS,38589808.6658096,33500000.0,-0.36457809322127915,1.545082611157521,-0.028826029142688264,0,
PUT,Scrypt,PoW/PoS,813092338.575672,2000000000.0,-0.3169309862171231,1.0224694717616218,-0.5635752654178724,0,
IBANK,Scrypt,PoW/PoS,4526324.0,44333333.0,-0.3405505840660734,1.023538466833974,-0.5629864556329593,0,
FRWC,Scrypt,PoW/PoS,100000000.0,100000000.0,-0.3389964929791657,1.0235238165420661,-0.5630342463647804,0,
MUDRA,X13,PoS,5000000.0,200000000.0,-0.24181191331740243,1.5612447359583963,-0.2896383621782475,0,
PIZZA,X11,PoW,1377917.0,25000000.0,-0.20848385802148803,-0.9240822762412056,0.04733310340811514,2,
LC,X11,PoS,657000000.0,657000000.0,-0.33851424004747493,1.022846831149404,-0.14450315705944566,0,
KMD,Equihash,dPoW/PoW,115898131.0,200000000.0,-0.23769691953829755,-0.7483709549002913,0.5204845151236339,2,
GB,X11,PoW/PoS,15563873.0,50000000.0,-0.3737698192953966,1.2092256696002555,-0.480598485997751,0,
CTC,Scrypt,PoW/PoS,43165500.0,90000000.0,-0.3397585961662595,1.0235178071986657,-0.5630086665294781,0,
KRB,CryptoNight,PoW,7822432.72439746,10000000.0,0.30133712652479716,-2.3273638892937725,0.3764207000803812,2,
BXT,SHA-256,PoW/PoS,595429.0,21000000.0,-0.2967749210113546,0.8395690660820975,-0.32479571139671864,0,
ZYD,SHA-256,PoW,6243840.0,9736000.0,-0.13115080198246895,-1.2937433057311851,0.2031256803349507,2,
MST,X11,PoW/PoS,657636.34549789,3000000.0,-0.3742823862014778,1.2092523459647873,-0.4805862734938558,0,
ZNE,Scrypt,PoW/PoS,2581970.0,21000000.0,-0.34073865477169285,1.0235528984480737,-0.5629827292064572,0,
COVAL,Multiple,PoW,1000000000.0,1200000000.0,-0.09922090695100827,-1.8060154916288047,0.34419484033281517,2,
ROOT,Scrypt,PoW/PoS,1939889.0,0.0,-0.3408944366823433,1.0235661281337483,-0.5629798498595414,0,
DOPE,Scrypt,PoW,116845228.0,200000000.0,-0.17245213770982143,-1.1098569525807422,-0.035131448435552694,2,
BTCR,Scrypt,PoS,169598616.0,0.0,-0.31568143198882026,0.8374705663586489,-0.226606344620417,0,
DLC,SHA-256,PoW,9106714.0,10638298.0,-0.13110960481913134,-1.293743256778936,0.2031243423939324,2,
SCN,Scrypt,PoW/PoW,665200057.0,3100000000.0,-0.28696284607316747,0.25171624897144257,-0.28331034169674785,0,
SH,Scrypt,PoW,11119200.0,30000000.0,-0.17493659829516572,-1.1097717452522133,-0.03506508772139365,2,
BUZZ,SHA-256D,PoW/PoS,19577787259.0,20000000000.0,0.07052545582340868,1.9293230425632821,-0.7517590244356834,0,
XPO,PoS,PoS,74033806.7949683,74000000.0,-0.4032425209078076,1.5568685247083471,-0.021361451747000295,0,
PSB,Scrypt,PoW/PoS,33522957.0,0.0,-0.3405100894770636,1.0235730053797867,-0.5629933754658338,0,
HALLO,X11,PoW/PoS,264678458.288619,1500000000.0,-0.36052139300830777,1.2083567824541595,-0.4808849962826541,0,
XZC,Lyra2Z,PoW,7568281.24956067,21400000.0,-0.1262679283985179,-2.195929232529778,0.3610273054750628,2,
CFC,PoS,PoS,148716816.0,39999898.0,-0.4025732412062166,1.5569064329328346,-0.021389218502151044,0,
ROYAL,X13,PoS,2500124.0,2500124.0,-0.24323393981985073,1.5613699284882705,-0.289612798105744,0,
GNJ,X14,PoW/PoS,100000000.0,100000000.0,-0.451402988149169,1.8641999307381896,-0.6009150729374318,0,
TEAM,PoS,PoS,17818682.1654,301000000.0,-0.4023271602224611,1.5567117658832677,-0.021365529366516988,0,
LANA,SHA-256D,PoW/PoS,1082162635.53683,7506000000.0,-0.2425893383686324,1.9332498165368912,-0.742288703366293,0,
ELE,Ethash,PoW,26205539.0,26205539.0,-0.13438944123522248,-2.024636343434268,0.3012685041079903,2,
ZCL,Equihash,PoW,5613550.0,21000000.0,-0.13941677488286208,-1.8751445566321578,0.3765017450590389,2,
ARK,DPoS,DPoS,108202084.0,125000000.0,3.826495668100444,2.2604721370626475,-0.1387333933780454,0,
INSANE,X11,PoW/PoS,18342813.0,30000000.0,-0.37387692330639516,1.2092390075739936,-0.4805971957378703,0,
KLC,Scrypt,PoW,196297971.0,10000000000.0,-0.10243343428900202,-1.1160787514218902,-0.03638084831452653,2,
ATX,X11,PoW,824000000.0,500000000.0,-0.19512613619177924,-0.924205554769051,0.046921902974631204,2,
EMB,X13,PoW/PoS,92192822723.0,850000000.0,0.861466481171999,1.7670369824220338,-0.6656441742115516,0,
XEN,X11,PoW/PoS,3853326.77707314,3853326.77707314,-0.3742374839158526,1.2092524985653395,-0.4805877478918694,0,
FRE,PoS,PoS,50000000.0,50000000.0,-0.4037041045568679,1.5568785707498003,-0.021348182723702713,0,
PLNC,Scrypt,PoW/PoS,17089600.0,38540000.0,-0.3404385168703546,1.023544890784373,-0.5629911174424639,0,
ARCO,Scrypt,PoW/PoS,2449577.41533168,42000000.0,-0.34059229774521843,1.0235395001199667,-0.5629852768811993,0,
KURT,X11,PoW,61364813.0,228000000.0,-0.2063234941409264,-0.9241984525269654,0.047282238119816265,2,
XCRE,PoS,PoS,20000000.0,20000000.0,-0.4042805698573889,1.5568911375034484,-0.021331614541990927,0,
ENT,X11,PoW/PoS,6069482.07721352,60000000.0,-0.3738148993704059,1.2092172357583926,-0.48059566015490895,0,
EUC,SHA-256,PoW/PoS,12416554.0,20000000.0,-0.2966381110344784,0.8395722767872432,-0.32480064983468127,0,
BCF,Scrypt,PoW/PoS,20244023.640728,33000000.0,-0.3404391648169057,1.023549104664707,-0.562991781281835,0,
XSN,X11,TPoS,75590369.0,76500000.0,-0.28319540106704855,0.8803749609931818,-0.035469827846570046,0,
BCCOIN,Scrypt,PoW/PoS,11080722.3769581,28000000.0,-0.3405859072740708,1.0235502925604507,-0.5629872369636989,0,
MONEY,Scrypt,PoW/PoS,10914418.0,650659833.0,-0.3362006057021836,1.023153844427708,-0.5630643866079013,0,
XNG,X11,PoW/PoS,814671.0,5000000.0,-0.3742663829766143,1.2092511068735823,-0.480586588780208,0,
XCI,CryptoNight,PoW,978145.0,21000000.0,0.30133134273703455,-2.32737238271573,0.3764222669855806,2,
RC,Scrypt,PoW/PoS,8377873.0,144000000.0,-0.3398014513849494,1.0234758534436013,-0.5630004655127472,0,
PND,Scrypt,PoS,33813143821.8337,32514916898.0,0.32284401648258,0.8240960946663335,-0.24504678703551902,0,
UNITS,Scrypt,PoW/PoS,3472983.0,13000000.0,-0.3407841804969838,1.023558185609745,-0.5629821186453003,0,
GAKH,Scrypt,PoW/PoS,3315789.0,3315789.0,-0.3408543294041579,1.0235643167641095,-0.5629808503122306,0,
ASAFE2,Quark,PoS,10517772.7391666,15000000.0,-0.36576333352643536,1.5062389581051971,-0.1391870635458192,0,
LTCR,QuBit,PoW/PoS,30227750.0,78835200.0,-0.3374758677800788,0.5093361912314802,-0.3596158228696464,0,
OS76,Scrypt,PoW,894026.0,2714286.0,-0.17525329055286615,-1.1097566005402808,-0.03505732482709511,2,
